 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס,Address,Latitude,Longitude,מס מפלגה הכי נבחרת,מפלגה הכי נבחרת
ירושלים,3000,688,679,433,7,426,28,10,1,0,1,0,22,0,0,0,0,25,28,178,13,0,1,0,0,30,0,1,6,25,0,57,"הדולב,423 ",31.733478,35.188918,14,מחל
ירושלים,3000,689,763,543,1,542,46,14,0,0,0,0,95,0,0,0,0,29,25,176,9,1,0,1,0,23,0,0,7,60,1,55,"תירוש,9 ",31.750454,34.883861,14,מחל
ירושלים,3000,690,135,49,0,49,4,0,0,0,0,0,2,0,0,0,0,4,1,30,2,0,0,0,0,3,0,0,0,0,0,3,"דרך בית לחם,113 ",31.749646,35.217267,14,מחל
ירושלים,3000,691,691,401,4,397,33,10,0,0,0,0,26,0,0,0,0,22,33,171,5,1,0,0,0,21,0,0,1,16,0,58,"מרגלית,411 ",31.728447,35.187251,14,מחל
ירושלים,3000,692,695,485,3,482,57,9,0,0,0,0,36,0,0,0,0,30,10,217,12,0,0,0,0,31,0,1,2,23,0,54,"הדולב,423 ",31.733478,35.188918,14,מחל
ירושלים,3000,693,753,563,3,560,66,5,4,0,0,0,45,0,0,0,0,56,18,264,8,0,0,0,0,48,0,0,3,16,0,27,צביה ויצחק,31.732611,35.184924,14,מחל
ירושלים,3000,694,731,537,8,529,0,395,0,0,0,0,10,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,5,22,0,83,"מעגלות הרב פרדס,39 ",31.839121,35.24546,2,ג
ירושלים,3000,697,601,485,20,465,1,191,0,0,0,0,2,0,0,0,0,1,0,9,1,0,0,0,0,1,0,3,2,65,0,189,"הרב פניז'ל,2 ",31.842923,35.244859,2,ג
ירושלים,3000,698,418,294,9,285,5,63,0,0,0,0,10,0,0,0,0,9,13,107,0,1,0,0,0,7,0,2,1,10,0,57,"שד נוה יעקב,38ב",31.838274,35.236396,14,מחל
ירושלים,3000,699,620,432,11,421,7,150,0,0,0,0,11,0,0,0,0,10,10,83,1,0,0,0,0,9,0,3,2,17,0,118,"מעגלות הרב פרדס,39 ",31.839121,35.24546,2,ג
ירושלים,3000,700,672,481,20,461,6,184,3,0,0,0,11,0,0,0,0,9,14,113,1,0,0,0,0,8,0,0,0,25,0,87,"בלבן מאיר,6 ",31.844281,35.242217,2,ג
ירושלים,3000,701,678,414,10,404,8,105,1,0,0,0,11,0,0,0,0,11,31,91,1,0,0,0,0,7,0,0,1,24,0,113,"שד נוה יעקב,38 ",31.838111,35.239418,26,שס
ירושלים,3000,702,419,288,13,275,6,110,0,0,0,0,9,0,0,0,0,1,21,55,1,0,0,0,0,3,0,1,2,12,0,54,"הרב פניז'ל,2 ",31.842923,35.244859,2,ג
ירושלים,3000,703,661,535,18,517,0,342,1,0,0,0,3,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,44,0,120,"מעגלות הרב פרדס,39 ",31.839121,35.24546,2,ג
ירושלים,3000,704,473,350,11,339,6,127,0,0,0,0,24,1,0,0,0,9,5,58,2,0,0,0,0,5,0,0,2,22,0,78,"הרב פניז'ל,2 ",31.842923,35.244859,2,ג
ירושלים,3000,705,719,545,14,531,13,157,0,0,0,0,90,0,0,0,0,15,10,69,1,0,0,0,0,6,0,0,2,55,0,113,"מעוז,1 ",31.819983,35.202297,2,ג
ירושלים,3000,706,639,499,3,496,56,49,0,0,0,0,76,0,0,0,0,16,3,152,17,0,0,0,0,33,0,0,2,36,0,56,"צונדק,1 ",31.81042,35.200112,14,מחל
ירושלים,3000,707,614,490,17,473,7,255,0,0,0,0,7,0,0,0,0,2,2,33,0,0,0,0,0,0,0,2,1,38,0,126,"מעוז,1 ",31.819983,35.202297,2,ג
ירושלים,3000,708,532,408,6,402,23,87,0,1,0,0,28,0,0,0,0,11,1,72,1,0,0,1,0,7,0,0,2,51,0,117,"צונדק,26 ",31.81209,35.196346,26,שס
ירושלים,3000,709,445,323,0,323,80,12,0,0,0,0,76,0,0,0,0,8,2,80,19,0,0,0,0,15,0,0,0,14,0,17,"אסירי ציון,2 ",31.813733,35.195118,1,אמת
ירושלים,3000,710,677,487,17,470,6,159,0,0,0,0,17,0,0,0,0,7,12,64,4,0,0,0,0,5,0,0,1,41,0,154,"בובליק גדליה,26 ",31.814752,35.202585,2,ג
ירושלים,3000,711,708,594,24,570,6,265,0,0,0,0,23,0,0,0,0,3,0,40,4,0,0,0,0,1,2,1,0,52,0,173,"אידלזון אברהם,30 ",31.818958,35.190859,2,ג
ירושלים,3000,712,667,476,6,470,3,220,5,0,0,0,10,0,0,0,0,4,4,42,3,1,0,0,0,1,0,0,3,35,0,139,"הרב פניז'ל,2 ",31.842923,35.244859,2,ג
ירושלים,3000,713,506,349,17,332,15,105,4,0,0,0,13,0,0,0,0,17,18,84,4,0,0,0,0,6,0,0,1,9,0,56,"בלבן מאיר,6 ",31.844281,35.242217,2,ג
ירושלים,3000,714,583,374,9,365,9,103,2,0,0,0,20,0,0,0,0,9,22,75,3,0,1,0,0,10,0,1,1,19,0,90,"שד נוה יעקב,36 ",31.837985,35.239016,2,ג
ירושלים,3000,715,636,419,3,416,137,7,17,0,0,0,21,0,0,0,0,24,8,89,57,1,0,0,0,26,0,1,1,12,0,15,"לוחמי הגטאות,7 ",31.80111,35.239659,1,אמת
ירושלים,3000,716,484,282,0,282,87,2,7,0,0,0,14,0,0,0,0,20,11,55,48,1,0,0,1,22,0,0,4,5,0,5,"אצ""ל,20 ",31.801326,35.235429,1,אמת
ירושלים,3000,717,573,402,4,398,36,28,0,0,0,0,54,0,0,0,0,17,2,111,10,1,0,0,0,16,0,0,2,63,0,58,"צונדק,1 ",31.81042,35.200112,14,מחל
ירושלים,3000,718,292,233,2,231,8,20,0,0,0,0,34,0,0,0,0,8,1,82,3,0,0,0,0,3,0,0,4,24,1,43,"מעלות כיסופים,5 ",31.768319,35.21371,14,מחל
ירושלים,3000,719,728,566,20,546,15,234,0,0,0,0,22,0,0,0,0,17,3,61,5,1,0,0,0,9,0,1,5,43,0,130,"רקנטי אברהם,6 ",31.817206,35.19289,2,ג
ירושלים,3000,720,621,467,4,463,39,9,0,0,0,0,26,0,0,0,0,41,49,212,7,0,0,0,1,17,0,0,7,16,0,39,"השישה עשר,19 ",31.827691,35.241803,14,מחל
ירושלים,3000,721,685,478,6,472,37,5,5,0,0,0,33,0,0,0,0,34,45,198,9,0,0,1,0,28,0,0,4,25,0,48,"השישה עשר,19 ",31.827691,35.241803,14,מחל
ירושלים,3000,722,555,407,7,400,28,3,3,0,0,0,45,0,0,0,0,24,48,165,3,0,0,0,0,17,0,0,2,19,0,43,"השישה עשר,19 ",31.827691,35.241803,14,מחל
ירושלים,3000,723,692,490,2,488,26,2,7,0,0,0,21,0,0,0,0,29,25,226,7,0,0,0,2,27,0,1,5,43,0,67,"השישה עשר,34 ",31.829333,35.245552,14,מחל
ירושלים,3000,724,724,472,5,467,39,10,6,0,0,0,34,0,0,0,0,31,45,185,8,0,0,0,0,16,0,1,0,33,0,59,"השישה עשר,34 ",31.829333,35.245552,14,מחל
ירושלים,3000,725,655,460,3,457,41,16,1,0,0,0,27,0,0,0,0,36,27,183,8,0,0,0,0,21,0,0,4,23,0,70,"השישה עשר,34 ",31.829333,35.245552,14,מחל
ירושלים,3000,726,680,482,6,476,36,8,1,0,0,0,37,0,0,0,0,36,59,175,8,2,0,0,0,19,0,0,5,14,0,76,"חיל האויר,60 ",31.829784,35.239908,14,מחל
ירושלים,3000,727,713,481,1,480,35,8,5,0,0,0,59,0,0,0,0,42,27,183,16,0,0,0,1,23,0,0,4,40,0,37,"השישה עשר,32 ",31.829139,35.245373,14,מחל
ירושלים,3000,728,556,397,7,390,26,5,6,0,0,0,21,0,0,0,0,29,119,134,3,0,0,0,0,19,0,0,4,10,0,14,"חיל האויר,60 ",31.829784,35.239908,14,מחל
ירושלים,3000,729,623,449,5,444,18,15,2,0,0,0,26,0,0,0,0,18,73,185,0,0,0,0,1,32,0,0,1,19,0,54,"מזל טלה,11 ",31.834812,35.235647,14,מחל
ירושלים,3000,730,640,467,4,463,72,4,2,1,0,0,37,1,0,0,0,65,18,159,17,0,0,0,0,50,0,0,4,10,1,22,"תמיר שמואל,74 ",31.820235,35.23695,14,מחל
ירושלים,3000,731,644,466,4,462,17,7,1,0,0,0,44,0,0,0,0,34,44,224,7,0,0,0,0,24,0,0,10,16,0,34,"מזל טלה,11 ",31.834812,35.235647,14,מחל
ירושלים,3000,732,493,365,2,363,43,0,0,0,0,0,30,0,0,0,0,30,15,164,7,0,0,0,0,35,0,0,3,8,0,28,"תמיר שמואל,74 ",31.820235,35.23695,14,מחל
ירושלים,3000,733,645,477,5,472,59,3,0,0,0,0,49,0,0,0,0,39,25,202,5,2,0,0,0,25,0,0,3,18,0,42,"רחמילביץ משה,1 ",31.822243,35.23826,14,מחל
ירושלים,3000,734,700,537,0,537,41,8,0,0,0,0,49,0,0,0,0,59,31,251,4,0,0,1,0,32,0,0,4,19,0,38,"גרשון מאיר,21 ",31.819165,35.244854,14,מחל
ירושלים,3000,735,669,497,4,493,35,12,0,0,0,0,77,0,0,0,0,27,17,187,8,1,1,0,0,19,0,0,5,59,0,45,"טוניק יצחק,21 ",31.820547,35.252187,14,מחל
ירושלים,3000,736,698,497,3,494,29,11,0,0,0,1,34,0,0,0,0,36,64,201,14,2,0,0,0,36,0,0,4,14,1,47,"גרשון מאיר,21 ",31.819165,35.244854,14,מחל
ירושלים,3000,737,561,428,2,426,31,10,0,0,0,0,36,0,0,0,0,37,17,197,10,0,0,0,0,28,0,0,2,20,1,37,"רחמילביץ משה,1 ",31.822243,35.23826,14,מחל
ירושלים,3000,738,708,499,3,496,45,11,0,0,0,0,65,0,0,0,0,32,41,210,9,1,0,0,0,21,0,0,4,16,0,41,"גרשון מאיר,26 ",31.819393,35.24676,14,מחל
ירושלים,3000,739,710,508,5,503,34,7,0,0,0,0,62,0,0,0,0,31,34,211,9,0,0,0,0,20,0,0,3,46,0,46,"טוניק יצחק,21 ",31.820547,35.252187,14,מחל
ירושלים,3000,740,628,442,2,440,21,11,0,0,0,0,47,0,0,0,0,18,20,199,10,0,0,0,0,15,0,0,6,24,0,69,"גרשון מאיר,21 ",31.819165,35.244854,14,מחל
ירושלים,3000,742,344,49,0,49,2,0,30,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,11,0,0,0,0,0,0,0,שייח' ג'ראח,31.794043,35.233471,3,ודעם
ירושלים,3000,743,656,483,0,483,18,6,0,0,0,0,76,0,0,0,0,20,15,209,3,1,0,0,0,24,0,0,3,47,0,61,"גרשון מאיר,26 ",31.819393,35.24676,14,מחל
ירושלים,3000,744,604,475,3,472,41,6,0,0,0,0,74,0,0,0,0,26,16,207,5,0,0,0,0,36,0,0,4,18,0,39,"טוניק יצחק,21 ",31.820547,35.252187,14,מחל
ירושלים,3000,745,584,405,5,400,15,5,5,0,0,0,26,0,0,0,0,15,57,191,4,1,0,0,0,18,0,0,6,11,0,46,"מזל דלי,21 ",31.833712,35.233721,14,מחל
ירושלים,3000,746,462,331,6,325,12,6,3,0,0,0,18,0,0,0,0,16,52,140,7,0,0,0,1,14,0,0,4,12,0,40,"מזל דלי,21 ",31.833712,35.233721,14,מחל
ירושלים,3000,747,752,537,8,529,28,6,0,0,0,0,46,0,0,0,0,31,32,275,2,0,0,0,0,25,0,0,7,27,1,49,"נדבה יוסף,47 ",31.815894,35.251724,14,מחל
ירושלים,3000,748,739,539,7,532,28,3,2,0,0,0,56,0,0,0,0,45,47,240,4,0,0,0,0,24,0,0,5,24,0,54,"גרשון מאיר,26 ",31.819393,35.24676,14,מחל
ירושלים,3000,749,681,532,7,525,30,8,0,0,0,0,49,0,0,0,0,33,33,234,8,0,0,0,1,26,0,0,3,29,1,70,"נדבה יוסף,47 ",31.815894,35.251724,14,מחל
ירושלים,3000,750,750,551,8,543,30,5,1,0,0,0,59,1,0,0,0,46,48,254,4,1,0,0,0,28,0,0,3,31,0,32,"גרשון מאיר,26 ",31.819393,35.24676,14,מחל
ירושלים,3000,751,625,474,2,472,34,4,0,0,1,0,66,0,0,0,0,30,11,225,5,0,0,0,0,13,0,0,6,35,0,42,"נדבה יוסף,47 ",31.815894,35.251724,14,מחל
ירושלים,3000,752,491,364,5,359,26,8,0,0,0,0,27,0,0,0,0,18,49,153,4,0,0,0,0,34,0,0,2,13,0,25,"טוניק יצחק,21 ",31.820547,35.252187,14,מחל
ירושלים,3000,753,755,560,4,556,32,8,0,0,0,0,84,0,0,0,0,34,54,221,3,0,0,0,0,27,2,0,3,29,0,59,"טוניק יצחק,21 ",31.820547,35.252187,14,מחל
ירושלים,3000,754,676,492,1,491,33,5,4,0,0,0,92,0,0,0,0,36,6,223,11,1,0,0,0,33,0,0,3,17,0,27,"טוניק יצחק,21 ",31.820547,35.252187,14,מחל
ירושלים,3000,755,611,440,3,437,55,1,0,0,0,0,31,0,0,0,0,51,29,188,10,1,0,0,0,36,0,0,6,10,0,19,"רחמילביץ משה,1 ",31.822243,35.23826,14,מחל
ירושלים,3000,756,536,407,2,405,50,1,3,0,0,1,42,0,0,0,0,42,24,165,9,0,0,0,0,37,0,0,7,8,1,15,"תמיר שמואל,74 ",31.820235,35.23695,14,מחל
ירושלים,3000,757,673,462,5,457,31,5,3,0,0,0,30,0,0,0,0,32,33,188,6,0,0,0,0,29,1,0,7,20,0,72,"השישה עשר,19 ",31.827691,35.241803,14,מחל
ירושלים,3000,758,605,395,7,388,23,6,2,0,0,0,26,0,0,0,0,29,44,160,3,2,0,0,0,23,0,0,3,30,0,37,"מזל טלה,11 ",31.834812,35.235647,14,מחל
ירושלים,3000,759,600,422,1,421,31,9,2,0,0,0,28,0,0,0,0,29,34,179,8,0,0,0,0,29,0,0,3,16,0,53,"השישה עשר,32 ",31.829139,35.245373,14,מחל
ירושלים,3000,760,532,355,19,336,17,30,0,0,0,0,17,0,0,0,0,13,55,111,6,0,0,0,0,11,1,1,3,17,1,53,"שד נוה יעקב,38 ",31.838111,35.239418,14,מחל
ירושלים,3000,761,527,353,6,347,9,121,2,0,0,0,16,0,0,0,0,12,12,64,3,0,0,0,0,4,0,0,0,20,0,84,"בלבן מאיר,6 ",31.844281,35.242217,2,ג
ירושלים,3000,762,525,424,5,419,0,245,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,41,0,124,"מעגלות הרב פרדס,39 ",31.839121,35.24546,2,ג
ירושלים,3000,763,565,440,3,437,30,3,1,0,0,0,36,0,0,0,0,32,47,203,4,0,0,0,0,24,0,0,4,18,0,35,"מזל טלה,11 ",31.834812,35.235647,14,מחל
ירושלים,3000,764,620,459,0,459,47,4,2,0,0,0,54,0,0,0,0,46,33,171,6,0,0,0,1,35,0,0,3,27,0,30,"רחמילביץ משה,1 ",31.822243,35.23826,14,מחל
ירושלים,3000,765,411,319,5,314,16,4,1,0,0,0,23,0,0,0,0,15,32,132,0,0,1,0,0,16,0,0,3,23,1,47,"מזל דלי,21 ",31.833712,35.233721,14,מחל
ירושלים,3000,766,547,412,5,407,17,6,7,0,0,0,29,0,0,0,0,21,56,184,5,0,1,0,0,17,0,1,3,8,0,52,"מזל דלי,21 ",31.833712,35.233721,14,מחל
ירושלים,3000,767,404,286,0,286,63,14,3,0,0,0,56,0,0,0,0,18,1,63,20,1,0,0,1,26,0,0,1,12,1,6,"צונדק,1 ",31.81042,35.200112,1,אמת
ירושלים,3000,768,721,561,2,559,22,3,2,0,0,0,74,0,0,0,0,49,10,262,1,1,0,0,0,19,0,0,1,36,0,79,"קורן אליהו,18 ",31.722523,35.224926,14,מחל
ירושלים,3000,769,536,464,14,450,0,236,0,0,0,0,11,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,49,0,136,"אידלזון אברהם,30 ",31.818958,35.190859,2,ג
ירושלים,3000,770,429,333,2,331,21,7,3,0,0,0,36,0,0,0,0,27,18,129,7,0,0,0,0,24,0,0,5,13,0,41,"חיל האויר,60 ",31.829784,35.239908,14,מחל
ירושלים,3000,771,655,530,34,496,2,300,0,0,0,0,3,0,0,0,0,4,1,37,1,0,0,0,0,2,0,0,1,32,0,113,"הרואה,21 ",31.768319,35.21371,2,ג
ירושלים,3000,772,735,631,26,605,0,425,0,0,0,0,2,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,3,24,0,143,"מירסקי יצחק,10 ",31.820422,35.193601,2,ג
ירושלים,3000,773,719,580,7,573,40,209,0,0,0,0,25,0,0,0,0,17,4,90,10,0,0,0,0,17,0,0,1,33,0,127,"בובליק גדליה,26 ",31.814752,35.202585,2,ג
ירושלים,3000,774,530,400,3,397,45,66,0,0,0,0,46,0,0,0,0,20,3,76,9,4,0,0,0,32,0,1,3,41,0,51,"בובליק גדליה,26 ",31.814752,35.202585,14,מחל
ירושלים,3000,775.1,457,385,18,367,0,265,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,27,0,65,"מירסקי יצחק,10 ",31.820422,35.193601,2,ג
ירושלים,3000,775.2,316,253,13,240,0,211,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,23,"מירסקי יצחק,10 ",31.820422,35.193601,2,ג
ירושלים,3000,776,710,556,2,554,6,45,0,1,0,0,207,0,0,0,0,8,3,141,4,1,0,0,0,14,0,0,0,60,0,64,"מעוז,1 ",31.819983,35.202297,7,טב
ירושלים,3000,777,639,521,18,503,8,218,0,0,0,0,11,0,0,0,0,5,26,61,0,0,0,0,0,5,0,0,0,41,0,128,"מעלות כיסופים,5 ",31.768319,35.21371,2,ג
ירושלים,3000,778,490,426,10,416,6,187,0,0,0,0,20,0,0,0,0,3,0,36,1,0,0,0,0,6,0,0,1,38,0,118,"אידלזון אברהם,30 ",31.818958,35.190859,2,ג
ירושלים,3000,779,704,606,25,581,2,398,0,0,0,0,3,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,36,0,131,"שד גולדה מאיר,474 ",31.811481,35.203018,2,ג
ירושלים,3000,780,613,498,7,491,38,95,1,0,0,0,63,0,0,0,0,27,2,88,11,1,0,0,0,18,0,0,0,39,0,108,"אסירי ציון,2 ",31.813733,35.195118,26,שס
ירושלים,3000,781,732,561,4,557,13,90,0,0,0,0,38,0,0,0,0,18,9,111,2,0,0,0,0,24,0,0,2,69,0,181,"אסירי ציון,2 ",31.813733,35.195118,26,שס
ירושלים,3000,782,645,475,3,472,55,18,0,0,0,0,102,0,0,0,0,14,4,138,24,0,0,1,0,27,0,0,6,55,0,28,"צונדק,1 ",31.81042,35.200112,14,מחל
ירושלים,3000,783,705,517,20,497,0,410,0,0,0,0,2,0,0,0,0,1,0,6,1,0,0,0,0,0,0,2,2,19,0,54,"שד גולדה מאיר,474 ",31.811481,35.203018,2,ג
ירושלים,3000,784,709,548,23,525,1,296,0,0,0,0,13,0,0,0,0,1,0,33,0,0,0,0,0,1,0,0,1,85,0,94,"שד גולדה מאיר,474 ",31.811481,35.203018,2,ג
ירושלים,3000,785,484,410,11,399,1,243,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,1,31,0,111,"מינץ,45 ",31.82313,35.192163,2,ג
ירושלים,3000,786,572,434,18,416,0,211,0,0,0,0,5,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,42,0,145,"רקנטי אברהם,345 ",31.819839,35.188235,2,ג
ירושלים,3000,787,655,510,3,507,9,69,0,0,1,0,77,0,0,0,0,17,4,130,8,0,0,0,0,14,0,1,3,40,0,134,"רקנטי אברהם,345 ",31.819839,35.188235,26,שס
ירושלים,3000,788,705,522,3,519,30,26,0,0,0,1,103,0,0,0,0,14,4,167,9,0,0,0,0,33,0,2,5,48,0,77,"אידלזון אברהם,30 ",31.818958,35.190859,14,מחל
ירושלים,3000,789,605,478,2,476,36,37,0,0,0,0,128,0,0,0,0,17,6,122,14,1,0,0,0,43,0,1,1,38,0,32,"צונדק,26 ",31.81209,35.196346,7,טב
ירושלים,3000,790,751,599,0,599,35,5,0,0,0,0,94,0,0,0,0,50,7,291,8,0,0,0,0,31,0,0,7,31,0,40,"נדבה יוסף,47 ",31.815894,35.251724,14,מחל
ירושלים,3000,791,521,450,9,441,1,255,0,0,0,0,4,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,27,1,144,"מינץ,45 ",31.82313,35.192163,2,ג
ירושלים,3000,792,511,390,14,376,0,273,0,0,0,0,3,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,1,16,0,73,"מעגלות הרב פרדס,39 ",31.839121,35.24546,2,ג
ירושלים,3000,793,619,503,5,498,25,3,0,0,0,0,72,0,0,0,0,40,10,250,4,0,0,0,0,9,0,0,3,53,0,29,"אביגור שאול,7 ",31.723727,35.219573,14,מחל
ירושלים,3000,794,709,576,0,576,33,8,0,0,0,0,76,0,0,0,0,31,7,255,4,0,0,0,0,22,0,1,1,81,0,57,הרב בינה אריה,31.724217,35.217102,14,מחל
ירושלים,3000,795,444,378,3,375,21,76,1,0,0,0,31,0,0,0,0,18,0,98,3,1,0,0,0,9,0,0,1,31,0,85,"מעלות כיסופים,5 ",31.768319,35.21371,14,מחל
ירושלים,3000,796,744,620,4,616,104,3,0,0,0,0,55,0,0,0,0,42,13,258,27,1,0,0,0,82,0,1,2,14,0,14,"בית""ר,8 ",31.754071,35.22444,14,מחל
ירושלים,3000,797,483,355,2,353,23,2,4,0,0,0,48,0,0,0,0,36,8,158,4,0,0,0,1,31,0,0,1,17,0,20,"טוניק יצחק,21 ",31.820547,35.252187,14,מחל
ירושלים,3000,800,559,488,5,483,2,155,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,62,0,254,"קהילות יעקב,15 ",31.811074,35.217763,26,שס
ירושלים,3000,801,704,639,18,621,0,385,0,0,0,0,2,0,0,0,0,1,1,4,1,0,0,1,0,0,0,0,0,46,0,180,"קהילות יעקב,15 ",31.811074,35.217763,2,ג
ירושלים,3000,802,748,609,17,592,2,337,0,0,0,0,5,0,0,0,0,1,0,17,1,0,0,1,0,0,0,0,1,69,0,158,"קהילות יעקב,10 ",31.811027,35.218635,2,ג
ירושלים,3000,803,505,333,4,329,1,273,0,0,0,0,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,19,0,28,"הרב קלכהיים עוזי,1 ",31.810481,35.22122,2,ג
ירושלים,3000,804,702,600,21,579,1,442,0,0,0,0,5,0,0,0,0,2,1,15,0,0,0,0,0,1,0,0,0,24,0,88,אגרות משה,31.693611,35.107802,2,ג
ירושלים,3000,805,490,419,12,407,2,261,0,0,0,0,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,29,0,104,"קהילות יעקב,15 ",31.811074,35.217763,2,ג
ירושלים,3000,806,739,626,10,616,0,100,0,0,0,0,66,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,1,104,0,317,"הרב קלכהיים עוזי,1 ",31.810481,35.22122,26,שס
ירושלים,3000,807,476,417,10,407,0,268,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,33,0,102,אגרות משה,31.693611,35.107802,2,ג
ירושלים,3000,808,546,418,7,411,1,195,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,151,0,33,אגרות משה,31.693611,35.107802,2,ג
ירושלים,3000,809,711,616,24,592,0,460,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,32,0,94,"חזון איש,62 ",31.809844,35.218551,2,ג
ירושלים,3000,810,605,536,12,524,1,238,1,0,0,0,4,0,0,0,0,2,0,11,0,1,0,0,0,1,0,1,1,60,1,202,"חזון איש,62 ",31.809844,35.218551,2,ג
ירושלים,3000,811,666,584,15,569,3,486,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,19,0,56,"קהילות יעקב,10 ",31.811027,35.218635,2,ג
ירושלים,3000,812,728,624,15,609,0,348,0,0,0,0,4,0,0,0,0,2,1,14,0,1,1,0,0,0,0,1,1,65,0,171,"קהילות יעקב,10 ",31.811027,35.218635,2,ג
ירושלים,3000,813,380,237,1,236,38,9,3,0,0,0,27,0,0,0,0,15,2,59,28,0,0,1,0,10,0,0,7,22,0,15,"הלל,17 ",31.780313,35.217301,14,מחל
ירושלים,3000,814,296,210,0,210,54,5,1,0,0,0,7,0,0,0,0,16,2,65,37,0,0,0,0,17,0,0,0,3,0,3,"התומר,5 ",31.779765,35.186367,14,מחל
ירושלים,3000,815,465,336,0,336,36,2,1,0,0,0,24,0,0,0,0,39,4,145,15,0,0,0,0,21,0,0,4,25,0,20,"גרינולד,8 ",31.757517,35.176046,14,מחל
ירושלים,3000,816,403,314,2,312,108,1,0,0,0,0,16,0,0,0,0,18,8,58,53,0,0,0,0,36,0,0,2,6,0,6,"זנגויל,29 ",31.763046,35.177721,1,אמת
ירושלים,3000,817,517,375,4,371,121,4,0,0,0,0,30,0,0,0,0,21,10,86,28,0,0,0,0,55,0,0,4,6,0,6,"שד שרת משה,1 ",31.756411,35.183839,1,אמת
ירושלים,3000,818,371,245,0,245,24,2,1,0,0,0,20,0,0,0,0,17,1,126,3,1,0,0,0,10,0,0,2,9,0,29,"אליעזר הגדול,4 ",31.755092,35.204774,14,מחל
ירושלים,3000,819,513,393,5,388,33,3,1,0,0,1,54,0,0,0,0,25,3,201,7,2,0,0,0,25,0,0,0,20,0,13,"גנרל קניג פייר,16 ",31.755844,35.214574,14,מחל
ירושלים,3000,820,467,295,2,293,17,10,0,0,0,0,24,0,0,0,0,24,29,118,8,0,0,0,0,13,0,2,4,10,0,34,"הגננת,29 ",31.729794,35.191082,14,מחל
ירושלים,3000,821,485,312,5,307,17,2,0,0,0,0,19,0,0,0,0,14,17,158,4,0,0,0,0,20,0,0,2,9,0,45,"הגננת,29 ",31.729794,35.191082,14,מחל
ירושלים,3000,822,533,395,3,392,10,48,1,0,0,0,145,0,0,0,0,5,0,46,4,0,0,0,0,2,0,1,1,116,0,13,בתי מחסה,31.774366,35.233272,7,טב
ירושלים,3000,823,662,465,4,461,76,13,0,0,0,0,23,0,0,0,0,40,14,181,20,0,0,0,1,48,0,0,4,13,0,28,"מבוא נטף,4 ",31.734589,35.198897,14,מחל
ירושלים,3000,824,690,517,4,513,61,3,3,0,0,0,43,0,1,0,0,44,17,225,15,1,0,0,0,18,0,0,4,25,1,52,"ורדינון,1 ",31.734894,35.199472,14,מחל
ירושלים,3000,825,410,288,3,285,30,9,0,0,0,0,35,0,0,0,0,29,14,91,7,0,0,0,0,27,0,0,6,12,0,25,"מבוא נטף,4 ",31.734589,35.198897,14,מחל
ירושלים,3000,826,682,496,2,494,80,1,0,0,0,0,39,0,0,0,0,46,23,191,20,2,0,0,0,48,0,2,7,8,0,27,"הדולב,423 ",31.733478,35.188918,14,מחל
ירושלים,3000,830,460,371,0,371,29,5,0,0,0,0,46,0,0,0,0,25,1,185,6,0,0,0,0,10,1,0,3,24,0,36,"תירוש,9 ",31.750454,34.883861,14,מחל
ירושלים,3000,831,473,353,0,353,55,3,1,0,0,0,32,0,0,0,0,35,4,160,8,0,0,0,0,30,0,0,5,6,0,14,"תירוש,9 ",31.750454,34.883861,14,מחל
ירושלים,3000,849,570,459,13,446,2,157,0,0,0,0,87,0,0,0,0,2,0,36,0,0,0,0,0,0,0,0,0,89,0,73,"ויטל חיים,32 ",31.789271,35.191792,2,ג
